temp,atemp,hum,season,weathersit,hr,cnt
0.28,0.2727,0.36,1,1,12,202
0.7,0.6515,0.7,3,1,22,134
0.62,0.5758,0.83,2,1,3,8
0.48,0.4697,0.72,4,1,23,32
0.64,0.5758,0.89,4,2,10,154
0.74,0.697,0.7,3,1,14,357
0.4,0.4091,1.0,1,2,8,9
0.74,0.6515,0.27,3,1,19,582
0.2,0.2273,0.64,1,2,5,21
0.26,0.2576,0.65,1,1,1,6
0.18,0.2121,0.8,1,2,5,4
0.42,0.4242,0.77,1,1,7,334
0.64,0.6212,0.38,2,1,15,702
0.52,0.5,0.68,4,2,17,806
0.16,0.2273,0.8,1,2,9,38
0.74,0.7121,0.79,3,1,5,19
0.28,0.2727,0.93,1,2,4,1
0.4,0.4091,0.3,1,2,0,72
0.74,0.6667,0.51,3,1,1,42
0.4,0.4091,0.43,1,1,18,147
0.32,0.3333,0.93,4,1,8,466
0.26,0.2273,0.6,1,1,2,20
0.88,0.8939,0.56,3,1,13,102
0.58,0.5455,0.83,2,1,21,177
0.4,0.4091,0.58,2,2,8,336
0.8,0.7121,0.38,3,1,16,411
0.58,0.5455,0.64,2,1,10,436
0.76,0.697,0.55,3,1,9,183
0.14,0.1212,0.46,1,2,14,75
0.58,0.5455,0.46,4,1,10,479
0.34,0.3182,0.76,4,1,5,19
0.16,0.1515,0.55,1,2,11,64
0.64,0.6061,0.73,3,1,7,50
0.62,0.5455,0.91,3,3,8,119
0.7,0.6515,0.54,2,1,11,267
0.56,0.5303,0.83,4,1,0,191
0.28,0.2727,0.38,1,1,21,54
0.36,0.3485,0.71,2,3,21,84
0.38,0.3939,0.82,4,2,21,92
0.4,0.4091,0.43,1,1,13,170
0.42,0.4242,0.35,4,1,15,230
0.56,0.5303,0.46,2,2,20,321
0.4,0.4091,0.37,1,1,16,311
0.7,0.6667,0.79,3,1,7,473
0.54,0.5152,0.88,1,2,3,3
0.52,0.5,0.55,2,1,12,200
0.3,0.3182,0.75,4,2,23,110
0.5,0.4848,0.72,4,1,21,166
0.26,0.2576,0.87,1,1,1,37
0.9,0.8182,0.37,2,1,14,145
0.72,0.6818,0.7,3,1,0,71
0.26,0.303,0.35,4,1,11,197
0.3,0.2879,0.56,4,1,22,106
0.28,0.2727,0.56,4,1,2,9
0.7,0.6667,0.74,3,2,7,520
0.6,0.6212,0.56,2,3,13,232
0.7,0.6667,0.79,3,1,8,230
0.58,0.5455,0.3,2,1,16,421
0.5,0.4848,0.31,4,1,13,291
0.58,0.5455,0.73,3,1,5,14
0.3,0.2879,0.36,1,2,2,48
0.64,0.6212,0.57,3,1,3,9
0.36,0.3485,0.93,2,2,22,87
0.38,0.3939,0.82,2,2,18,177
0.2,0.1515,0.47,1,1,18,137
0.24,0.2576,0.65,1,1,8,23
0.8,0.7424,0.49,3,1,12,297
0.48,0.4697,0.44,2,1,10,279
0.46,0.4545,0.94,2,1,0,48
0.72,0.6515,0.39,2,1,15,628
0.44,0.4394,0.72,2,1,0,48
0.2,0.1667,0.44,1,1,23,32
0.64,0.5758,0.89,3,3,17,16
0.72,0.6818,0.62,2,2,18,399
0.44,0.4394,0.88,4,1,9,397
0.56,0.5303,0.88,3,1,5,20
0.2,0.2273,0.75,1,1,9,217
0.36,0.3333,0.62,4,2,9,280
0.68,0.6364,0.57,3,1,12,389
0.22,0.2273,0.69,1,1,4,3
0.62,0.6061,0.65,3,2,10,202
0.32,0.2879,0.45,4,1,22,105
0.28,0.2576,0.41,4,1,3,11
0.46,0.4545,0.59,2,1,1,15
0.26,0.2121,0.48,1,1,22,50
0.72,0.6667,0.51,3,2,9,414
0.36,0.3636,0.93,1,3,2,38
0.74,0.6515,0.27,3,1,17,591
0.4,0.4091,0.94,4,2,17,495
0.24,0.2424,0.41,2,1,9,100
0.78,0.697,0.46,3,1,11,172
0.3,0.2879,0.93,2,2,5,5
0.66,0.6061,0.83,3,1,3,51
0.66,0.6061,0.78,4,1,10,175
0.36,0.3485,0.66,1,1,11,171
0.6,0.6212,0.4,3,1,20,390
0.42,0.4242,0.71,4,1,8,745
0.52,0.5,0.34,2,1,1,14
0.32,0.2727,0.33,1,1,18,184
0.8,0.7273,0.46,3,1,22,194
0.56,0.5303,0.94,3,1,22,148
0.48,0.4697,0.29,2,1,13,301
0.74,0.697,0.7,3,1,9,209
0.3,0.303,0.56,1,1,20,68
0.26,0.2121,0.6,1,1,9,133
0.38,0.3939,0.66,2,2,20,102
0.34,0.303,0.49,4,1,13,142
0.7,0.6515,0.54,3,2,6,127
0.54,0.5152,0.34,1,1,13,123
0.14,0.1212,0.5,1,1,8,188
0.26,0.2424,0.38,1,1,15,113
0.62,0.5909,0.73,3,1,2,17
0.54,0.5152,0.88,4,2,8,404
0.62,0.6212,0.53,3,1,3,9
0.78,0.6667,0.24,2,1,14,185
0.7,0.6515,0.48,4,2,12,365
0.32,0.3182,0.33,2,1,5,2
0.44,0.4394,0.72,4,1,20,144
0.36,0.3788,0.57,4,2,5,15
0.5,0.4848,0.68,4,2,2,116
0.5,0.4848,0.63,2,2,17,331
0.74,0.697,0.7,3,1,22,179
0.36,0.3636,0.81,1,2,11,163
0.54,0.5152,0.73,1,1,11,219
0.56,0.5303,0.88,2,1,8,618
0.56,0.5303,0.78,2,1,17,547
0.52,0.5,0.59,2,2,1,9
0.5,0.4848,0.88,2,1,2,10
0.54,0.5152,0.42,4,1,16,653
0.7,0.6515,0.54,2,1,14,298
0.38,0.3939,0.94,4,3,0,14
0.34,0.3636,0.76,2,1,4,9
0.12,0.1212,0.5,1,1,2,3
0.86,0.8182,0.5,3,1,20,446
0.84,0.8333,0.59,3,1,18,497
0.54,0.5152,0.77,2,2,19,464
0.38,0.3939,0.54,4,1,11,122
0.6,0.6061,0.26,2,1,16,202
0.12,0.1212,0.5,1,1,1,6
0.8,0.7424,0.49,3,1,9,183
0.3,0.3182,0.61,4,1,21,162
0.62,0.5758,0.83,4,3,15,209
0.54,0.5152,0.94,2,2,15,294
0.62,0.5455,0.94,4,2,7,332
0.42,0.4242,0.77,2,2,17,488
0.42,0.4242,0.54,2,2,4,7
0.1,0.0758,0.5,1,1,7,99
0.48,0.4697,1.0,1,3,10,126
0.78,0.697,0.43,3,1,20,395
0.78,0.7727,0.7,3,1,15,245
0.36,0.3788,0.93,4,1,4,5
0.62,0.5909,0.73,3,2,19,486
0.5,0.4848,0.82,4,1,5,53
0.14,0.2121,0.86,1,1,5,3
0.42,0.4242,0.38,4,2,15,296
0.54,0.5152,0.6,1,1,0,39
0.46,0.4545,0.51,4,2,18,469
0.4,0.4091,0.66,4,1,1,37
0.2,0.1818,0.27,1,1,14,48
0.42,0.4242,0.94,1,2,5,8
0.56,0.5303,0.83,4,2,4,10
0.5,0.4848,0.72,4,1,0,40
0.52,0.5,0.27,1,1,17,498
0.76,0.7121,0.62,3,1,19,492
0.58,0.5455,0.37,1,1,15,449
0.1,0.0909,0.49,1,1,8,10
0.22,0.2273,1.0,1,3,11,47
0.84,0.803,0.53,3,2,17,741
0.24,0.2424,0.52,1,1,3,3
0.88,0.7727,0.3,3,1,11,452
0.34,0.303,0.42,4,1,22,161
0.34,0.3333,0.66,4,2,21,154
0.28,0.303,0.65,4,1,10,178
0.16,0.1818,0.8,1,2,13,199
0.66,0.6212,0.69,2,3,16,294
0.32,0.303,0.45,4,2,15,153
0.46,0.4545,0.63,1,1,9,210
0.54,0.5152,0.28,2,1,16,169
0.62,0.5909,0.73,3,1,0,80
0.3,0.2879,0.75,4,1,10,105
0.4,0.4091,0.94,2,1,5,15
0.42,0.4242,0.94,2,3,3,18
0.32,0.3485,0.45,1,1,7,299
0.4,0.4091,0.94,2,3,4,3
0.54,0.5152,0.68,2,1,22,202
0.82,0.7727,0.49,3,2,9,320
0.28,0.2576,0.52,4,1,23,50
0.32,0.303,0.53,4,1,23,128
0.6,0.6212,0.38,4,1,14,666
0.78,0.7121,0.49,3,2,13,294
0.34,0.3182,0.0,1,3,1,2
0.74,0.697,0.66,3,1,18,347
0.24,0.2424,0.52,1,1,2,1
0.42,0.4242,0.35,4,1,12,210
0.44,0.4394,0.62,4,2,10,236
0.74,0.697,0.7,3,1,17,370
0.64,0.5758,0.83,3,1,0,116
0.3,0.303,0.7,1,2,7,288
0.24,0.2121,0.32,2,1,3,3
0.34,0.3182,0.53,1,2,12,111
0.7,0.6667,0.74,3,3,18,229
0.4,0.4091,0.2,4,1,17,592
0.46,0.4545,0.51,1,1,15,265
0.54,0.5152,0.68,2,1,4,8
0.42,0.4242,0.28,1,1,17,125
0.7,0.6364,0.37,2,1,16,326
0.4,0.4091,0.87,4,3,7,23
0.26,0.2273,0.44,1,1,7,20
0.62,0.5909,0.73,3,1,3,4
0.36,0.3333,0.4,2,1,0,30
0.26,0.2424,0.44,1,1,23,40
0.82,0.7576,0.46,3,1,16,281
0.32,0.303,0.87,2,2,2,4
0.34,0.3333,0.53,4,1,18,505
0.82,0.7273,0.34,3,1,20,470
0.6,0.5606,0.83,3,2,16,264
0.76,0.7273,0.7,3,1,21,207
0.66,0.6212,0.44,2,1,13,681
0.66,0.6212,0.69,3,1,2,19
0.7,0.6364,0.37,3,1,10,148
0.3,0.2727,0.49,1,1,0,19
0.36,0.3485,0.81,1,2,10,68
0.62,0.6212,0.29,2,1,13,239
0.6,0.5909,0.69,3,2,4,6
0.7,0.6515,0.7,3,1,6,116
0.86,0.7879,0.41,3,1,18,304
0.7,0.6515,0.65,3,1,1,41
0.24,0.2576,0.75,4,1,4,4
0.54,0.5152,0.45,4,1,10,322
0.46,0.4545,0.77,4,2,20,300
0.24,0.2424,0.87,1,2,8,249
0.48,0.4697,0.55,4,1,12,160
0.22,0.2121,0.55,1,2,21,48
0.74,0.6515,0.3,2,2,18,341
0.76,0.7121,0.58,3,1,11,141
0.4,0.4091,0.87,2,2,10,250
0.64,0.6061,0.73,3,2,20,274
0.8,0.7879,0.63,3,1,20,270
0.2,0.2121,0.47,4,1,23,66
0.74,0.6818,0.62,3,1,8,646
0.72,0.6515,0.45,3,1,20,214
0.34,0.3182,0.46,4,1,11,150
0.24,0.2273,0.38,1,1,17,190
0.46,0.4545,0.72,3,1,5,44
0.44,0.4394,0.51,4,1,12,309
0.22,0.2121,0.87,1,3,7,30
0.22,0.2121,0.93,1,3,4,1
0.24,0.2424,0.75,1,2,8,62
0.66,0.6212,0.74,3,1,5,42
0.2,0.2121,0.69,1,2,10,120
0.72,0.697,0.74,3,3,12,626
0.32,0.303,0.76,1,2,12,98
0.32,0.2879,0.45,1,1,11,256
0.64,0.5758,0.89,3,3,0,69
0.66,0.5909,0.89,3,3,23,65
0.16,0.1667,0.74,1,2,5,5
0.6,0.5152,0.94,4,1,22,157
0.24,0.2879,0.75,4,1,1,15
0.7,0.6667,0.74,4,1,13,162
0.74,0.6515,0.3,2,1,16,642
0.4,0.4091,0.43,2,1,10,215
0.76,0.6667,0.33,2,1,16,267
0.38,0.3939,0.4,1,1,23,33
0.82,0.7727,0.52,2,1,13,239
0.8,0.7727,0.59,3,1,20,454
0.62,0.5909,0.73,3,1,8,498
0.58,0.5455,0.78,2,1,23,145
0.7,0.6515,0.65,3,2,13,626
0.72,0.6818,0.66,2,3,15,258
0.66,0.6212,0.65,3,2,1,24
0.74,0.6667,0.48,3,1,10,214
0.24,0.2424,0.56,1,1,2,5
0.6,0.6212,0.53,2,2,16,388
0.34,0.303,0.46,2,1,16,167
0.46,0.4545,0.72,2,1,0,177
0.26,0.2879,0.7,1,1,8,282
0.76,0.7424,0.75,2,2,10,115
0.54,0.5152,0.94,4,2,2,4
0.62,0.5758,0.83,3,1,1,47
0.66,0.5909,0.89,3,2,8,41
0.44,0.4394,0.54,2,2,0,106
0.36,0.3333,0.76,4,1,9,115
0.44,0.4394,0.41,4,1,10,204
0.6,0.5455,0.88,3,1,7,258
0.3,0.3333,0.26,4,1,15,266
0.54,0.5152,0.49,4,1,17,610
0.74,0.697,0.66,2,2,19,373
0.56,0.5303,0.64,4,1,12,419
0.32,0.3182,0.57,1,1,3,3
0.44,0.4394,0.88,4,1,3,5
0.2,0.197,0.59,1,1,4,2
0.74,0.697,0.66,3,2,11,149
0.32,0.3485,0.39,1,1,13,78
0.74,0.697,0.7,3,1,20,229
0.3,0.303,1.0,2,3,22,24
0.72,0.6818,0.62,2,2,16,279
0.76,0.7273,0.66,3,1,8,676
0.6,0.6212,0.4,2,1,14,213
0.16,0.1212,0.4,1,1,18,96
0.22,0.2121,0.55,4,1,8,429
0.66,0.6212,0.36,3,2,16,783
0.32,0.303,0.53,4,2,17,561
0.66,0.6061,0.83,3,1,5,50
0.5,0.4848,0.25,2,1,18,452
0.66,0.6061,0.83,3,1,3,3
0.74,0.6818,0.55,3,2,15,202
0.3,0.3333,0.7,4,2,8,599
0.86,0.7424,0.3,3,1,10,210
0.34,0.3182,0.53,2,1,4,3
0.5,0.4848,0.72,3,1,10,260
0.28,0.303,0.75,1,1,8,549
0.74,0.697,0.66,2,1,7,235
0.72,0.6818,0.62,2,2,21,251
0.36,0.3485,0.87,2,2,7,44
0.72,0.6818,0.7,3,1,19,400
0.24,0.2121,0.41,1,1,4,4
0.56,0.5303,0.19,2,1,13,345
0.38,0.3939,0.43,2,1,5,29
0.54,0.5152,0.39,2,1,13,318
0.42,0.4242,0.77,2,3,7,24
0.8,0.7121,0.36,3,1,16,491
0.12,0.1667,0.54,1,1,4,2
0.52,0.5,0.72,2,2,5,17
0.8,0.7727,0.59,3,1,3,35
0.72,0.6667,0.51,3,2,12,229
0.24,0.2273,0.93,2,3,2,5
0.74,0.6515,0.28,2,1,11,165
0.48,0.4697,0.94,2,3,8,535
0.42,0.4242,0.44,1,1,17,290
0.28,0.3182,0.65,1,2,23,66
0.4,0.4091,0.76,2,1,4,17
0.64,0.5909,0.78,3,2,12,193
0.32,0.3182,0.45,1,2,12,160
0.46,0.4545,0.94,4,3,10,50
0.5,0.4848,0.77,3,1,3,7
0.1,0.1061,0.46,1,1,22,33
0.38,0.3939,0.46,2,3,15,202
0.34,0.303,0.29,1,1,17,233
0.72,0.697,0.74,3,1,22,233
0.26,0.2273,0.41,1,1,3,16
0.72,0.6667,0.58,3,2,13,164
0.56,0.5303,0.49,2,1,12,246
0.76,0.697,0.55,3,2,20,386
0.44,0.4394,0.88,4,2,9,208
0.34,0.3182,0.57,4,2,11,190
0.54,0.5152,0.83,2,1,21,251
0.68,0.6364,0.83,3,2,13,126
0.58,0.5455,0.64,2,1,23,108
0.62,0.5606,0.88,4,3,16,374
0.26,0.2879,0.87,1,1,3,11
0.76,0.7273,0.7,3,1,16,430
0.64,0.5758,0.89,2,2,9,285
0.42,0.4242,0.62,4,1,15,296
0.54,0.5152,0.83,4,2,23,135
0.68,0.6364,0.83,3,1,4,9
0.66,0.6061,0.83,3,1,8,162
0.2,0.2576,0.69,4,1,8,32
0.78,0.7576,0.65,3,1,9,278
0.52,0.5,0.77,2,3,0,27
0.38,0.3939,0.54,2,2,12,270
0.52,0.5,0.83,4,2,8,801
0.38,0.3939,0.43,1,1,19,98
0.62,0.6212,0.57,1,1,18,560
0.36,0.3485,0.71,4,2,14,215
0.24,0.197,0.87,1,2,2,2
0.36,0.3333,0.5,2,1,13,110
0.46,0.4545,0.38,4,1,16,434
0.3,0.2879,1.0,2,2,1,3
0.14,0.1212,0.74,1,2,9,106
0.54,0.5152,0.32,2,1,0,38
0.56,0.5303,0.37,4,1,13,626
0.7,0.6515,0.61,3,1,7,380
0.56,0.5303,0.64,4,2,18,788
0.22,0.2273,0.55,1,2,13,65
0.6,0.6061,0.6,3,2,16,263
0.46,0.4545,0.51,2,3,12,110
0.2,0.2121,0.72,4,1,7,308
0.84,0.7879,0.49,3,2,10,159
0.22,0.2121,0.55,4,1,6,124
0.58,0.5455,0.64,4,1,11,236
0.42,0.4242,0.77,1,2,1,39
0.38,0.3939,0.87,1,3,9,94
0.26,0.2727,0.75,4,1,4,10
0.86,0.7424,0.26,3,1,13,236
0.56,0.5303,0.35,4,1,17,723
0.22,0.2273,0.35,1,2,15,156
0.74,0.6667,0.51,3,1,17,579
0.76,0.7121,0.62,3,1,18,877
0.36,0.3636,0.57,4,2,13,133
0.56,0.5303,0.43,4,1,15,711
0.36,0.3636,0.93,4,3,22,78
0.3,0.303,0.61,1,1,14,243
0.66,0.5909,0.94,3,2,2,17
0.8,0.7424,0.52,3,2,14,236
0.62,0.6061,0.61,2,1,10,323
0.46,0.4545,0.67,1,2,13,190
0.82,0.7273,0.34,3,1,18,534
0.54,0.5152,0.88,3,2,17,291
0.34,0.3333,0.61,4,1,6,148
0.78,0.6818,0.35,3,1,12,292
0.32,0.3333,0.66,4,2,0,26
0.8,0.7727,0.59,3,1,10,186
0.62,0.6061,0.69,3,2,12,295
0.34,0.3485,0.93,1,3,5,16
0.66,0.6212,0.5,2,1,23,90
0.82,0.7121,0.3,3,1,16,328
0.5,0.4848,0.88,2,3,23,119
0.66,0.6212,0.57,3,2,21,177
0.6,0.5606,0.83,2,1,23,106
0.4,0.4091,0.58,2,2,23,32
0.24,0.2424,0.7,4,1,23,87
0.72,0.697,0.74,3,2,8,751
0.72,0.6667,0.48,3,1,19,387
0.74,0.697,0.7,3,1,8,743
0.26,0.2424,0.56,4,1,8,92
0.6,0.5909,0.69,2,1,9,194
0.72,0.6818,0.7,3,1,18,835
0.42,0.4242,0.71,2,1,19,284
0.72,0.7121,0.84,3,2,18,408
0.7,0.6515,0.65,3,1,23,105
0.7,0.6667,0.79,3,1,11,198
0.2,0.2273,0.59,1,1,9,56
0.4,0.4091,0.47,4,1,17,572
0.64,0.6212,0.61,4,1,13,211
0.34,0.3636,0.25,1,1,15,406
0.46,0.4545,0.33,4,1,16,182
0.3,0.3333,0.65,1,1,21,185
0.58,0.5455,0.32,1,1,16,361
0.54,0.5152,0.88,4,2,3,5
0.12,0.1515,0.54,1,1,8,423
0.7,0.6515,0.58,2,1,10,170
0.44,0.4394,0.54,4,2,12,175
0.42,0.4242,0.58,1,2,21,78
0.84,0.8333,0.59,3,1,9,256
0.2,0.2121,0.75,4,1,22,80
0.44,0.4394,0.67,4,1,3,5
0.54,0.5152,0.3,2,1,13,192
0.62,0.6212,0.57,3,1,6,193
0.42,0.4242,0.54,1,1,13,190
0.28,0.2727,0.52,1,1,11,89
0.28,0.303,0.81,4,1,1,13
0.24,0.2121,0.35,1,1,13,61
0.36,0.3333,0.43,4,1,12,244
0.74,0.6818,0.56,2,1,20,346
0.16,0.1364,0.26,1,1,16,97
0.76,0.7121,0.62,3,1,11,578
0.66,0.6212,0.69,4,2,11,361
0.62,0.5909,0.73,3,3,19,165
0.5,0.4848,0.39,4,1,17,827
0.8,0.7576,0.55,3,1,14,167
0.5,0.4848,0.42,4,1,13,286
0.18,0.1818,0.64,1,2,1,4
0.72,0.6515,0.39,3,1,14,274
0.4,0.4091,0.54,4,1,19,28
0.24,0.2576,0.87,1,1,10,224
0.14,0.1667,0.63,1,2,6,36
0.38,0.3939,0.62,1,2,22,69
0.8,0.7424,0.49,3,1,20,356
0.3,0.2879,0.52,1,1,19,69
0.7,0.6667,0.79,2,1,0,45
0.22,0.2121,0.41,1,1,12,219
0.42,0.4242,0.38,2,1,14,440
0.1,0.1212,0.54,1,1,8,417
0.26,0.2424,0.56,4,2,6,118
0.64,0.6212,0.44,4,1,16,419
0.66,0.6212,0.69,3,1,2,21
0.42,0.4242,0.94,1,2,6,30
0.3,0.2727,0.28,1,1,11,114
0.44,0.4394,0.82,1,1,7,368
0.3,0.303,0.33,1,2,11,161
0.46,0.4545,0.82,2,2,23,91
0.44,0.4394,0.77,4,1,20,219
0.38,0.3939,0.94,1,3,3,4
0.74,0.697,0.7,3,1,22,207
0.9,0.8182,0.37,2,1,17,409
0.22,0.2273,0.64,1,1,22,53
0.5,0.4848,0.88,2,2,5,39
0.76,0.7121,0.62,3,2,11,214
0.74,0.6515,0.4,3,1,12,392
0.4,0.4091,0.71,4,1,0,111
0.7,0.6364,0.42,2,1,19,379
0.64,0.6061,0.65,2,2,10,198
0.3,0.3182,0.52,1,1,21,177
0.3,0.2879,0.39,4,1,6,124
0.3,0.2727,0.42,1,1,12,96
0.66,0.6212,0.44,3,1,12,656
0.66,0.6061,0.83,3,1,11,171
0.52,0.5,0.83,4,1,2,15
0.62,0.6212,0.33,3,1,0,37
0.48,0.4697,0.51,4,2,10,434
0.6,0.6061,0.6,4,1,13,420
0.6,0.5606,0.83,3,2,5,20
0.46,0.4545,0.72,2,2,9,301
0.74,0.6818,0.62,3,1,10,381
0.86,0.7879,0.44,3,2,15,563
0.26,0.2576,0.65,1,2,19,146
0.26,0.2576,0.6,1,2,19,119
0.64,0.5758,0.89,4,2,19,320
0.26,0.2273,0.7,1,2,0,12
0.82,0.8333,0.63,3,1,8,152
0.72,0.7121,0.84,3,1,20,356
0.6,0.6212,0.53,2,2,17,769
0.32,0.3333,0.81,1,3,14,73
0.52,0.5,0.72,2,2,17,236
0.5,0.4848,0.88,4,1,20,207
0.58,0.5455,0.83,4,3,6,179
0.44,0.4394,0.75,4,2,10,164
0.66,0.5909,0.89,2,2,7,464
0.24,0.2424,0.7,1,1,9,241
0.44,0.4394,0.77,2,1,5,36
0.3,0.303,0.65,1,1,23,45
0.54,0.5152,0.6,4,2,11,128
0.6,0.6212,0.53,2,1,19,492
0.56,0.5303,0.73,4,3,9,202
0.34,0.3333,0.71,2,1,4,2
0.28,0.3182,0.61,4,1,23,130
0.66,0.6212,0.39,2,1,16,448
0.22,0.2273,0.55,1,2,8,230
0.68,0.6364,0.89,2,2,4,4
0.7,0.6667,0.74,3,2,0,97
0.2,0.1515,0.21,1,1,13,73
0.42,0.4242,0.44,2,1,4,6
0.46,0.4545,0.82,2,1,7,515
0.52,0.5,0.88,4,2,5,50
0.4,0.4091,0.76,1,2,11,159
0.26,0.2273,0.35,1,1,10,223
0.14,0.0909,0.39,1,1,16,136
0.56,0.5303,0.37,4,1,15,234
0.64,0.5606,0.94,3,1,20,210
0.22,0.2121,0.37,1,1,17,105
0.62,0.6061,0.69,2,1,5,13
0.56,0.5303,0.52,2,1,22,251
0.28,0.303,0.75,1,1,10,203
0.62,0.6212,0.5,2,1,18,274
0.36,0.3636,0.93,4,2,21,171
0.5,0.4848,0.94,2,3,8,88
0.44,0.4394,0.88,4,3,21,46
0.52,0.5,0.52,3,1,6,188
0.4,0.4091,0.66,4,1,6,114
0.66,0.6212,0.65,2,1,11,317
0.64,0.5758,0.84,3,1,6,3
0.52,0.5,0.59,4,1,21,206
0.46,0.4545,0.63,1,1,16,219
0.26,0.2273,0.48,1,1,10,57
0.72,0.697,0.74,3,1,3,11
0.72,0.6667,0.58,3,1,23,140
0.3,0.2879,0.7,1,2,13,302
0.34,0.3333,0.86,2,2,4,1
0.34,0.303,0.25,2,1,13,104
0.3,0.2879,0.7,2,1,4,3
0.5,0.4848,0.59,3,1,21,349
0.56,0.5303,0.73,3,2,0,124
0.72,0.697,0.79,3,3,23,92
0.8,0.7273,0.43,2,2,13,196
0.24,0.2121,0.65,1,1,22,26
0.78,0.7424,0.62,3,2,13,419
0.5,0.4848,0.82,2,3,21,34
0.4,0.4091,0.37,4,1,0,42
0.16,0.1818,0.55,1,1,7,275
0.24,0.2121,0.48,1,1,19,60
0.34,0.303,0.71,2,2,3,1
0.32,0.3333,0.61,4,1,0,42
0.28,0.2576,0.52,4,2,4,9
0.38,0.3939,0.82,4,3,11,132
0.3,0.2727,0.49,1,1,9,118
0.6,0.5606,0.83,3,3,12,457
0.24,0.2879,0.87,1,1,8,90
0.82,0.803,0.59,3,1,10,84
0.22,0.2273,0.55,2,3,2,21
0.44,0.4394,0.67,1,2,12,167
0.36,0.3485,0.81,1,3,10,141
0.5,0.4848,0.88,4,1,7,526
0.7,0.6364,0.39,2,1,17,601
0.8,0.697,0.27,3,1,19,425
0.56,0.5303,0.84,2,3,6,120
0.6,0.5455,0.88,2,1,8,409
0.76,0.7273,0.7,3,2,18,536
0.7,0.6515,0.65,2,1,12,243
0.26,0.2273,0.65,1,1,8,208
0.16,0.1364,0.4,1,1,19,80
0.4,0.4091,0.43,4,1,9,355
0.24,0.2576,0.87,1,2,0,41
0.56,0.5303,0.73,4,2,5,40
0.76,0.6818,0.4,3,1,15,577
0.32,0.3485,0.66,4,1,2,8
0.52,0.5,0.55,4,1,22,159
0.26,0.2727,0.7,1,1,23,77
0.6,0.6061,0.64,2,2,12,558
0.26,0.2424,0.48,4,1,1,16
0.32,0.303,0.53,4,1,10,93
0.64,0.6212,0.33,1,1,18,224
0.44,0.4394,1.0,4,3,4,5
0.66,0.5909,0.94,3,2,12,102
0.52,0.5,0.72,2,2,5,20
0.6,0.6212,0.46,2,2,13,251
0.32,0.303,0.66,2,1,7,390
0.88,0.7727,0.3,3,1,12,471
0.24,0.2273,0.65,1,1,23,25
0.82,0.7576,0.46,3,2,14,261
0.74,0.697,0.7,2,1,21,149
0.66,0.6061,0.78,3,2,4,12
0.16,0.1212,0.31,1,1,4,1
0.56,0.5303,0.73,3,1,5,23
0.74,0.6667,0.51,3,2,8,437
0.64,0.6212,0.57,1,2,14,260
0.24,0.2121,0.75,4,1,5,4
0.76,0.6818,0.48,2,2,10,123
0.7,0.6515,0.7,4,2,12,358
0.44,0.4394,1.0,1,3,14,39
0.4,0.4091,0.76,1,1,8,182
0.36,0.3485,0.62,1,1,18,182
0.46,0.4545,0.55,2,1,0,64
0.38,0.3939,0.27,1,1,17,253
0.5,0.4848,0.72,3,1,5,40
0.5,0.4848,0.88,2,2,6,11
0.62,0.5758,0.83,3,3,5,1
0.68,0.6364,0.83,3,1,6,110
0.7,0.6667,0.79,3,1,17,505
0.48,0.4697,0.12,1,1,0,29
0.36,0.3485,0.81,4,2,18,174
0.46,0.4545,0.88,1,3,12,61
0.26,0.2879,0.81,4,1,1,165
0.82,0.7879,0.56,3,3,17,579
0.36,0.3333,0.66,4,1,21,110
0.22,0.2121,0.64,1,1,7,110
0.18,0.1667,0.74,1,2,1,50
0.24,0.2121,0.6,1,1,10,58
0.7,0.6667,0.84,3,1,22,161
0.54,0.5152,0.94,3,3,16,106
0.62,0.5455,0.94,4,3,4,8
0.52,0.5,0.45,4,1,10,135
0.36,0.3788,0.93,4,1,8,731
0.9,0.8939,0.5,3,1,14,147
0.32,0.303,0.81,2,2,3,1
0.34,0.3182,0.46,1,1,3,2
0.34,0.3333,0.53,4,1,10,198
0.24,0.2576,0.65,4,1,6,11
0.6,0.6212,0.4,4,1,14,462
0.32,0.303,0.57,1,1,9,189
0.7,0.6515,0.61,2,1,15,153
0.36,0.3636,0.66,2,1,3,32
0.94,0.8788,0.38,3,1,13,239
0.3,0.3182,0.7,1,2,23,65
0.24,0.2121,0.87,4,1,19,39
0.6,0.5455,0.88,3,1,6,90
0.66,0.6212,0.41,2,1,18,759
0.22,0.2273,0.51,4,2,8,34
0.5,0.4848,0.45,4,1,9,190
0.46,0.4545,0.72,2,1,22,151
0.22,0.2727,0.93,1,2,0,3
0.8,0.7576,0.55,3,1,11,216
0.44,0.4394,0.62,2,1,8,300
0.84,0.7424,0.39,3,1,11,457
0.36,0.3333,0.46,1,1,20,67
0.5,0.4848,0.68,4,1,8,211
0.6,0.5909,0.73,2,2,22,125
0.52,0.5,0.83,2,2,10,130
0.68,0.6364,0.79,3,2,8,674
0.76,0.6667,0.35,2,1,19,522
0.64,0.5758,0.89,3,2,19,226
0.16,0.1515,0.47,1,1,1,50
0.7,0.6667,0.74,3,1,2,11
0.5,0.4848,0.55,4,1,8,750
0.54,0.5152,0.24,2,1,14,224
0.46,0.4545,0.82,2,1,22,111
0.42,0.4242,0.0,1,3,12,34
0.36,0.3636,0.5,1,2,22,77
0.7,0.6515,0.58,2,1,12,289
